file_path,role,keep_use_archive_delete,reason,notes
scripts/audit_current_pipeline.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task9_boamp_phase2_handoff.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task4_compare.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task2_boamp_profile.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/mark_legacy_reports_superseded.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task1_boamp_fetch.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/validate_current_notebooks.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/download_boamp_current.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/build_current_report.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/score_live_recurrence_risk_current.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/nlp_propagate_labels.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/update_current_notebooks.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task8_unified_survival.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/nlp_advanced_classifier.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task5_duration_analysis.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/build_current_survival_population.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/current_boamp_lib.py,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
scripts/task6_renewal_linking.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task_section16b_calibrated_risk_indicators.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/linkage_method_comparison_no_ground_truth.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task_sirene_enrichment.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task7_week2_cleaning.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task_boamp_full_clean.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/nlp_annotation_sample.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/run_current_linkage_methods.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/generate_current_candidate_pairs.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/task1b_boamp_full_fetch.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
scripts/build_current_rich_report.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
event_validation/boamp_raw_record_extraction_note.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
event_validation/event_validation_protocol.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
event_validation/manual_validation_summary.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
event_validation/extract_boamp_validation_records_from_json.py,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/internship_report.fls,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/internship_report.fdb_latexmk,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/report_consistency_audit.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/method_comparison_report_consistency_audit_20260708.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/phase1_technical_report.log,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/phase1_technical_report.toc,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/phase1_technical_report.fls,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/datasets_documentation.out,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/internship_report.tex,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/datasets_documentation.log,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/phase1_technical_report.tex,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/phase1_technical_report.pdf,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/current_boamp_recurrence_study_report.tex,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
reports/week1_summary.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/phase1_technical_report.aux,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/current_boamp_recurrence_study_report.fdb_latexmk,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
reports/datasets_documentation.fdb_latexmk,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/current_boamp_recurrence_study_report.pdf,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
reports/current_boamp_recurrence_study_report.fls,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
reports/datasets_documentation.pdf,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/current_boamp_recurrence_study_report.aux,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
reports/current_boamp_recurrence_study_report.log,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
reports/phase1_technical_report.fdb_latexmk,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/current_boamp_recurrence_study_report.toc,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
reports/internship_report.log,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/internship_report.pdf,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/phase1_technical_report.out,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/phase1_data_quality_report.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/internship_report.out,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/datasets_documentation.tex,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/datasets_documentation.fls,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/calibrated_event_definition_summary.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/current_boamp_recurrence_study_report.out,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
reports/internship_report.aux,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/current_source_values_used.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
reports/internship_report.toc,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/datasets_documentation.aux,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
reports/datasets_documentation.toc,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
notebooks/03_nlp_classification.ipynb,pipeline code,keep_use,Code or notebook may still document reusable logic,
notebooks/eda_all_data.ipynb,pipeline code,keep_use,Code or notebook may still document reusable logic,
notebooks/02_survival_modeling_boamp.ipynb,pipeline code,keep_use,Code or notebook may still document reusable logic,
notebooks/06_apply_calibrated_rules_to_real_boamp.ipynb,pipeline code,keep_use,Code or notebook may still document reusable logic,
notebooks/06_linkage_method_comparison_no_ground_truth.ipynb,pipeline code,keep_use,Code or notebook may still document reusable logic,
notebooks/07_calibrated_survival_analysis.ipynb,pipeline code,keep_use,Code or notebook may still document reusable logic,
notebooks/05_parameter_calibration_benchmark_and_real.ipynb,pipeline code,keep_use,Code or notebook may still document reusable logic,
notebooks/01_datasets_explained.ipynb,pipeline code,keep_use,Code or notebook may still document reusable logic,
notebooks/04_synthetic_boamp_benchmark.ipynb,pipeline code,keep_use,Code or notebook may still document reusable logic,
buyer_siren_enrichment/step3_score_classify.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
buyer_siren_enrichment/step6_renewal_enriched.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
buyer_siren_enrichment/step4_join_to_boamp.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
buyer_siren_enrichment/step7_compare.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
buyer_siren_enrichment/step5_quality_report.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
buyer_siren_enrichment/step1_build_unique_buyers.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
buyer_siren_enrichment/run_all.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
buyer_siren_enrichment/step2_api_enrich.py,pipeline code,keep_use,Code or notebook may still document reusable logic,
validation_robustness/validation_robustness_analysis.ipynb,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
validation_robustness/_build_validation_notebook.py,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
validation_robustness/validation_robustness_report.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
boamp_renewal_linking_quality/boamp_renewal_linking_eda_preprocessing.ipynb,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
boamp_renewal_linking_quality/data.ipynb,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
boamp_renewal_linking_quality/README.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
.tools/tectonic-0.16.9/tectonic,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/annotation/boamp_annotation_sample.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/decp_sample_flat.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/decp_field_profile.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_phase2_survival_method_m0_balanced.csv,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/boamp_field_profile.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/_sirene_cache.json,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/unified_survival.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_full_survival_report.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_full_clean.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_phase2_survival_calibrated_strict.csv,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/source_comparison.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/buyer_bridge.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_full_flat.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/decp_renewal_links.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_phase2_survival_report.md,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/boamp_phase2_survival_calibrated_rules_long.csv,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/boamp_field_profile.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_sample_flat.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/week2_cleaning_report.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_phase2_survival_method_m2_balanced.csv,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/decp_renewal_linking_stats.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_phase2_survival_method_m0_strict.csv,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/decp_clean.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_full_clean_siren_enriched.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_clean.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_phase2_survival_calibrated_balanced.csv,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/taxonomy.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/decp_renewal_linking_report.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/decp_field_profile.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_phase2_survival.csv,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/boamp_phase2_survival_calibrated_broad.csv,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/unified_survival_report.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_full_survival.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_phase2_survival_siren_enriched.csv,historical current-before-refresh output,archive,"Older 2015-2024 outputs retained for Git/history, not current reporting",
data/processed/source_comparison.md,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/synthetic/synthetic_boamp_true_links_hard.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/synthetic/synthetic_boamp_true_links_medium.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/synthetic/synthetic_boamp_true_links_all.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/synthetic/synthetic_boamp_notices_easy.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/synthetic/synthetic_boamp_notices_all.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/synthetic/synthetic_boamp_notices_hard.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/synthetic/synthetic_boamp_true_links_easy.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/synthetic/synthetic_boamp_notices_medium.csv,supporting project file,keep_use,No safe delete decision without deeper dependency analysis,
data/processed/boamp_current/current_buyer_siren_enrichment.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_survival_method_m0_strict.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_candidate_pairs_enriched_scored.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_survival_method_m1_balanced.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_full_flat.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_candidate_pairs_enriched.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_survival_population_base.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_survival_method_m0_broad.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_full_clean_enriched.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_survival_method_m0_balanced.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/processed/boamp_current/boamp_survival_method_m2_balanced.csv,current dataset artifact,keep_use,Part of the current enriched dataset pipeline,
data/raw/boamp_sample/boamp_2021_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2016_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2023_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2020_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2016_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2016_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2022_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2023_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2022_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2017_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2021_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2020_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2023_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2022_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2022_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2019_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2019_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2021_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2017_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2021_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2018_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2018_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2016_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2018_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2017_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2022_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2023_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2016_p12.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2016_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2018_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2019_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2020_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2020_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2018_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2020_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p14.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2018_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2016_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2017_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2021_p9.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2016_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2023_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2019_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2018_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2023_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2023_p3.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2021_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2021_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2020_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2015_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2022_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2020_p8.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2017_p10.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2018_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2017_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p15.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2017_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2019_p4.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2017_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2016_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2021_p11.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2019_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2019_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p2.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2018_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2023_p6.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2024_p13.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2021_p7.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2022_p1.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
data/raw/boamp_sample/boamp_2022_p5.json,historical raw BOAMP cache,archive,Older raw cache; current raw data lives under data/raw/boamp_current,
