notice_id,scenario,role,buyer_id,buyer_name,buyer_key,object,cpv,category,need_id,start_date,declared_duration_months,duration_missing_flag,estimated_end_date,true_event,true_source_id,candidate_type,noise_types_applied,large_buyer_flag
SYN_HARD_FALSE_00004_00,hard,candidate,B0002,Région Pays de la Loire,NAME:pays loire,liaisons télécoms et services de connectivité pour plusieurs sites,48000000,Software & Applications,télécommunications,2018-11-03,,1,,0,SYN_HARD_SRC_00004,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_HARD_SRC_00005,hard,source,B0001,Nantes Métropole,NAME:nantes,AMOA numérique,72224000,AMOA numérique,AMOA numérique,2015-01-15,72.0,0,2021-01-14,1,SYN_HARD_SRC_00005,source,none,True
SYN_HARD_TRUE_00005,hard,candidate,B0001,Nantes Métropole,NAME:nantes,assistance à maîtrise d'ouvrage numérique,72224000,AMOA numérique,AMOA numérique,2020-09-17,,1,,0,SYN_HARD_SRC_00005,true_recurrence,none,True
SYN_HARD_FALSE_00005_00,hard,candidate,B0001,Nantes Métropole DSI,NAME:nantes,mise à disposition d'environnements cloud pour les applications pour les besoins des services,72224000,AMOA numérique,hébergement cloud,2018-11-04,,1,,0,SYN_HARD_SRC_00005,false_candidate_same_buyer,false_candidate|legal_form_variation|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_HARD_FALSE_00005_01,hard,candidate,B0001,Nantes Métropole,NAME:nantes,"prestations de maintenance corrective et évolutive du progiciel marchés publics incluant support, formation et maintenance",72224000,AMOA numérique,maintenance logiciel métier,2016-11-02,,1,,0,SYN_HARD_SRC_00005,false_candidate_same_buyer,false_candidate|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_HARD_FALSE_00005_02,hard,candidate,B0001,Nantes Métropole,NAME:nantes,solution logicielle,71356300,AMOA numérique,audit sécurité SI,2020-07-27,,1,,0,SYN_HARD_SRC_00005,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need,True
SYN_HARD_FALSE_00005_03,hard,candidate,B0001,Nantes Métropole,NAME:nantes,exploitation d'une infrastructure cloud sécurisée pour plusieurs sites,72224000,AMOA numérique,hébergement cloud,2021-02-27,,1,,0,SYN_HARD_SRC_00005,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_HARD_FALSE_00005_04,hard,candidate,B0001,Nantes Métropole,NAME:nantes,fourniture de services de messagerie et travail partagé pour plusieurs sites,72224000,Digital Workplace & Collaboration,poste de travail,2020-10-26,,1,,0,SYN_HARD_SRC_00005,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_HARD_SRC_00006,hard,source,B0307,Departement de la Vendee 307 Service informatique,NAME:vendee 307,"développement d'une application web documentaire incluant support, formation et maintenance",72000000,IT Services & Consulting,développement application web,2019-06-10,,1,2023-06-10,1,SYN_HARD_SRC_00006,source,accent_removed|legal_form_variation|missing_duration,False
SYN_HARD_TRUE_00006,hard,candidate,B0307,Département de la Vendée 307,NAME:vendee 307,développement d'une application web citoyenne dans le cadre d'un accord-cadre,72000000,IT Services & Consulting,développement application web,2023-08-07,,1,,0,SYN_HARD_SRC_00006,true_recurrence,none,False
SYN_HARD_FALSE_00006_00,hard,candidate,B0307,Département de la Vendée 307,NAME:vendee 307,prestations d'audit de sécurité du système d'information,72000000,IT Services & Consulting,audit sécurité SI,2022-08-13,,1,,0,SYN_HARD_SRC_00006,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_HARD_SRC_00007,hard,source,B0078,SDIS 44 078,NAME:sdis 44 078,"services de télécommunications fixes et mobiles incluant support, formation et maintenance",32500000,Telecom & Networks,télécommunications,2019-12-06,36.0,0,2022-12-05,1,SYN_HARD_SRC_00007,source,none,False
SYN_HARD_TRUE_00007,hard,candidate,B0078,SDIS 44 078,NAME:sdis 44 078,prestations informatiques,32400000,Telecom & Networks,télécommunications,2023-10-09,,1,,0,SYN_HARD_SRC_00007,true_recurrence,cpv_reclassification|object_shortening,False
SYN_HARD_FALSE_00007_00,hard,candidate,B0314,Université de Nantes 314,NAME:nantes 314,acquisition de matériels de télécommunications,32000000,Telecom & Networks,équipements réseau,2020-06-30,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate,False
SYN_HARD_SRC_00008,hard,source,B0270,La Roche-sur-Yon Agglomération 270,NAME:roche sur yon agglomeration 270,développement d'une application web documentaire,72000000,IT Services & Consulting,développement application web,2016-03-26,24.0,0,2018-03-26,0,SYN_HARD_SRC_00008,source,none,False
SYN_HARD_FALSE_00008_00,hard,candidate,B0270,La Roche-sur-Yon Agglomération 270,NAME:roche sur yon agglomeration 270,fourniture d'équipements réseau et prestations associées,72590000,IT Services & Consulting,équipements réseau,2021-07-03,,1,,0,SYN_HARD_SRC_00008,false_candidate_same_buyer,false_candidate|same_broad_category_wrong_need,False
SYN_HARD_FALSE_00008_01,hard,candidate,B0270,La Roche-sur-Yon Agglomération 270,NAME:roche sur yon agglomeration 270,prestations d'audit de sécurité du système d'information dans le cadre d'un accord-cadre,72810000,Cybersecurity,audit sécurité SI,2018-06-19,,1,,0,SYN_HARD_SRC_00008,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_HARD_SRC_00009,hard,source,B0067,SEMITAN 067,NAME:semitan 067,solution logicielle,32420000,Telecom & Networks,équipements réseau,2017-01-23,36.0,0,2020-01-23,1,SYN_HARD_SRC_00009,source,none,False
SYN_HARD_TRUE_00009,hard,candidate,B0067,SEMITAN 067,NAME:semitan 067,équipements réseau,32420000,Telecom & Networks,équipements réseau,2019-01-11,,1,,0,SYN_HARD_SRC_00009,true_recurrence,object_shortening|timing_outlier,False
SYN_HARD_SRC_00010,hard,source,B0155,LA ROCHE-SUR-YON AGGLOMÉRATION 155 - Direction des systèmes d'information,NAME:roche sur yon agglomeration 155 d,hébergement cloud et infogérance de plateformes numériques,72700000,Cloud & Infrastructure,hébergement cloud,2017-05-30,24.0,0,2019-05-30,1,SYN_HARD_SRC_00010,source,case_variation|legal_form_variation,False
SYN_HARD_TRUE_00010,hard,candidate,B0155,LA ROCHE-SUR-YON AGGLOMÉRATION 155 Groupement de commandes,NAME:roche sur yon agglomeration 155,services numériques,72700000,Cloud & Infrastructure,hébergement cloud,2019-09-04,,1,,0,SYN_HARD_SRC_00010,true_recurrence,case_variation|legal_form_variation|object_shortening,False
SYN_HARD_FALSE_00010_00,hard,candidate,B0129,Centre hospitalier du Mans 129,NAME:centre hospitalier mans 129,maintenance informatique,72415000,Cloud & Infrastructure,data BI cartographie,2020-01-30,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need,False
SYN_HARD_FALSE_00010_01,hard,candidate,B0155,La Roche-sur-Yon Agglomération 155,NAME:roche sur yon agglomeration 155,prestations informatiques,72700000,Software & Applications,maintenance logiciel métier,2020-08-12,,1,,0,SYN_HARD_SRC_00010,false_candidate_same_buyer,false_candidate|generic_short_object|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_HARD_FALSE_00010_02,hard,candidate,B0155,La Roche-sur-Yon Agglomération 155,NAME:roche sur yon agglomeration 155,"création d'un service en ligne et accompagnement technique incluant support, formation et maintenance",72590000,IT Services & Consulting,développement application web,2020-11-29,,1,,0,SYN_HARD_SRC_00010,false_candidate_same_buyer,false_candidate,False
SYN_HARD_SRC_00011,hard,source,B0042,Conseil départemental de la Sarthe 042,NAME:departemental sarthe 042,solution collaborative et environnement de travail numérique et accompagnement au déploiement,72212218,Digital Workplace & Collaboration,poste de travail,2017-02-12,,1,2021-02-12,1,SYN_HARD_SRC_00011,source,missing_duration,False
SYN_HARD_TRUE_00011,hard,candidate,B0042,Conseil départemental de la Sarthe 042,NAME:departemental sarthe 042,licences bureautiques et services associés,72413000,Digital Workplace & Collaboration,poste de travail,2021-11-12,,1,,0,SYN_HARD_SRC_00011,true_recurrence,cpv_reclassification|timing_outlier,False
SYN_HARD_FALSE_00011_00,hard,candidate,B0042,Conseil departemental de la Sarthe 042,NAME:departemental sarthe 042,renouvellement des commutateurs et routeurs du réseau,,Telecom & Networks,équipements réseau,2020-10-26,,1,,0,SYN_HARD_SRC_00011,false_candidate_same_buyer,accent_removed|false_candidate|missing_cpv|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_HARD_SRC_00012,hard,source,B0231,Nantes Métropole 231,NAME:nantes 231,assistance à maîtrise d'ouvrage numérique et accompagnement au déploiement,79411000,AMOA numérique,AMOA numérique,2020-09-16,18.0,0,2022-03-17,0,SYN_HARD_SRC_00012,source,none,False
SYN_HARD_FALSE_00012_00,hard,candidate,B0212,Université d'Angers 212,NAME:d angers 212,mise en place d'une solution de reporting et tableaux de bord,79411000,Data / BI / Cartography,data BI cartographie,2024-03-19,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|same_or_generic_cpv_wrong_need,False
SYN_HARD_FALSE_00012_01,hard,candidate,B0231,Nantes Métropole 231,NAME:nantes 231,prestations d'audit de sécurité du système d'information et accompagnement au déploiement,72224000,AMOA numérique,audit sécurité SI,2024-02-02,,1,,0,SYN_HARD_SRC_00012,false_candidate_same_buyer,false_candidate|same_broad_category_wrong_need,False
SYN_HARD_FALSE_00012_02,hard,candidate,B0086,La Roche-sur-Yon Agglomération 086,NAME:roche sur yon agglomeration 086,prestations informatiques,72810000,Cybersecurity,audit sécurité SI,2022-06-28,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need,False
SYN_HARD_SRC_00013,hard,source,B0143,Université d'Angers 143,NAME:d angers 143,infogérance de l'infrastructure informatique,48820000,Cloud & Infrastructure,infogérance infrastructure,2015-01-12,,1,2019-01-12,0,SYN_HARD_SRC_00013,source,missing_duration,False
SYN_HARD_FALSE_00013_00,hard,candidate,B0143,UNIV. D'ANGERS 143,NAME:univ d angers 143,prestations informatiques,64200000,Telecom & Networks,équipements réseau,2020-03-17,,1,,0,SYN_HARD_SRC_00013,false_candidate_same_buyer,accent_removed|buyer_abbreviation|case_variation|false_candidate,False
SYN_HARD_FALSE_00013_01,hard,candidate,B0143,UNIV. D'ANGERS 143,NAME:univ d angers 143,"prestations data, BI et cartographie décisionnelle",72317000,Cloud & Infrastructure,data BI cartographie,2019-12-15,,1,,0,SYN_HARD_SRC_00013,false_candidate_same_buyer,buyer_abbreviation|case_variation|false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need,False
SYN_HARD_SRC_00014,hard,source,B0207,Ville de Nantes 207,NAME:nantes 207,hébergement cloud et infogérance de plateformes numériques,48820000,Cloud & Infrastructure,hébergement cloud,2020-04-10,12.0,0,2021-04-10,1,SYN_HARD_SRC_00014,source,none,False
SYN_HARD_TRUE_00014,hard,candidate,B0207,Ville de Nantes 207,NAME:nantes 207,solution logicielle,72415000,Cloud & Infrastructure,hébergement cloud,2021-09-24,,1,,0,SYN_HARD_SRC_00014,true_recurrence,cpv_reclassification|object_shortening,False
SYN_HARD_FALSE_00014_00,hard,candidate,B0207,Ville de Nantes 207,NAME:nantes 207,prestations d'audit de sécurité du système d'information,72222300,Cybersecurity,audit sécurité SI,2020-11-08,,1,,0,SYN_HARD_SRC_00014,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_HARD_SRC_00015,hard,source,B0118,Département de Loire-Atlantique 118,NAME:loire atlantique 118,services numériques,72250000,IT Services & Consulting,développement application web,2018-04-27,72.0,0,2024-04-26,0,SYN_HARD_SRC_00015,source,none,False
SYN_HARD_FALSE_00015_00,hard,candidate,B0118,Département de Loire-Atlantique 118,NAME:loire atlantique 118,plateforme de valorisation des données territoriales,72300000,Data / BI / Cartography,data BI cartographie,2024-04-27,,1,,0,SYN_HARD_SRC_00015,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_HARD_SRC_00016,hard,source,B0112,Mairie de Laval 112,NAME:laval 112,fourniture de services de messagerie et travail partagé pour plusieurs sites,72212218,Digital Workplace & Collaboration,poste de travail,2021-04-02,12.0,0,2022-04-02,1,SYN_HARD_SRC_00016,source,none,False
SYN_HARD_TRUE_00016,hard,candidate,B0112,Mairie de Laval 112,NAME:laval 112,solution collaborative et environnement de travail numérique dans le cadre d'un accord-cadre,72212218,Digital Workplace & Collaboration,poste de travail,2022-06-16,,1,,0,SYN_HARD_SRC_00016,true_recurrence,none,False
SYN_HARD_FALSE_00016_00,hard,candidate,B0132,La Roche-sur-Yon Agglomération 132,NAME:roche sur yon agglomeration 132,"support et évolution de la solution applicative finances incluant support, formation et maintenance",48000000,Software & Applications,maintenance logiciel métier,2024-06-16,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate,False
SYN_HARD_FALSE_00016_01,hard,candidate,B0112,Mairie de Laval 112,NAME:laval 112,infogérance de l'infrastructure informatique,72212218,Cloud & Infrastructure,infogérance infrastructure,2023-02-05,,1,,0,SYN_HARD_SRC_00016,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_HARD_FALSE_00016_02,hard,candidate,B0003,Département de Loire-Atlantique,NAME:loire atlantique,mise en place d'une solution de reporting et tableaux de bord,72413000,Digital Workplace & Collaboration,data BI cartographie,2022-08-28,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need,True
SYN_HARD_SRC_00017,hard,source,B0004,CHU de Nantes,NAME:nantes,services de télécommunications fixes et mobiles avec prestations associées,64200000,Telecom & Networks,télécommunications,2018-08-31,12.0,0,2019-08-31,1,SYN_HARD_SRC_00017,source,none,True
SYN_HARD_TRUE_00017,hard,candidate,B0004,CHU de Nantes,NAME:nantes,prestations réseau voix données internet dans le cadre d'un accord-cadre,64200000,Telecom & Networks,télécommunications,2020-05-11,,1,,0,SYN_HARD_SRC_00017,true_recurrence,none,True
SYN_HARD_FALSE_00017_00,hard,candidate,B0004,CHU de Nantes,NAME:nantes,solution collaborative et environnement de travail numérique,64200000,Telecom & Networks,poste de travail,2019-10-10,,1,,0,SYN_HARD_SRC_00017,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_HARD_FALSE_00017_01,hard,candidate,B0004,CHU DE NANTES,NAME:nantes,contrôle de conformité cybersécurité et accompagnement SSI,64200000,Cybersecurity,audit sécurité SI,2023-10-08,,1,,0,SYN_HARD_SRC_00017,false_candidate_same_buyer,accent_removed|case_variation|false_candidate|same_or_generic_cpv_wrong_need,True
SYN_HARD_FALSE_00017_02,hard,candidate,B0004,CHU de Nantes,NAME:nantes,services numériques,32000000,Telecom & Networks,équipements réseau,2019-09-07,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need,True
SYN_HARD_FALSE_00017_03,hard,candidate,B0004,CHU de Nantes,NAME:nantes,infogérance infrastructure,64200000,Telecom & Networks,infogérance infrastructure,2019-08-09,,1,,0,SYN_HARD_SRC_00017,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,True
SYN_HARD_FALSE_00017_04,hard,candidate,B0088,Conseil départemental de la Sarthe 088,NAME:departemental sarthe 088,hébergement cloud et infogérance de plateformes numériques et accompagnement au déploiement,48820000,Cloud & Infrastructure,hébergement cloud,2018-11-18,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need,False
SYN_HARD_SRC_00018,hard,source,B0011,Ville de Saint-Nazaire,NAME:saint nazaire,maintenance du logiciel métier ressources humaines avec prestations associées,72267100,Software & Applications,maintenance logiciel métier,2017-01-02,,1,2021-01-02,1,SYN_HARD_SRC_00018,source,missing_duration,False
SYN_HARD_TRUE_00018,hard,candidate,B0011,Ville de Saint-Nazaire,NAME:saint nazaire,tierce maintenance applicative pour gestion des usagers et accompagnement au déploiement,72267100,Software & Applications,maintenance logiciel métier,2021-05-26,,1,,0,SYN_HARD_SRC_00018,true_recurrence,none,False
SYN_HARD_FALSE_00018_00,hard,candidate,B0011,Ville de Saint-Nazaire,NAME:saint nazaire,solution logicielle,72267100,Digital Workplace & Collaboration,poste de travail,2021-06-20,,1,,0,SYN_HARD_SRC_00018,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_HARD_SRC_00019,hard,source,B0019,Conseil départemental de la Sarthe,NAME:departemental sarthe,prestations d'audit de sécurité du système d'information pour les besoins des services,79417000,Cybersecurity,audit sécurité SI,2021-01-06,12.0,0,2022-01-06,0,SYN_HARD_SRC_00019,source,none,False
SYN_HARD_SRC_00020,hard,source,B0226,Conseil départemental de la Sarthe 226,NAME:departemental sarthe 226,prestations informatiques,79512000,Digital Workplace & Collaboration,poste de travail,2018-05-23,48.0,0,2022-05-23,1,SYN_HARD_SRC_00020,source,none,False
SYN_HARD_TRUE_00020,hard,candidate,B0226,Conseil départemental de la Sarthe 226,NAME:departemental sarthe 226,maintenance informatique,79512000,Digital Workplace & Collaboration,poste de travail,2022-08-19,,1,,0,SYN_HARD_SRC_00020,true_recurrence,object_shortening,False
SYN_HARD_FALSE_00020_00,hard,candidate,B0226,Conseil départemental de la Sarthe 226,NAME:departemental sarthe 226,liaisons télécoms et services de connectivité pour plusieurs sites,32000000,Telecom & Networks,télécommunications,2022-09-29,,1,,0,SYN_HARD_SRC_00020,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_HARD_FALSE_00020_01,hard,candidate,B0226,Conseil départemental de la Sarthe 226,NAME:departemental sarthe 226,abonnements opérateurs et accès internet pour les sites dans le cadre d'un accord-cadre,72212218,Digital Workplace & Collaboration,télécommunications,2022-02-07,,1,,0,SYN_HARD_SRC_00020,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_broad_category_wrong_need,False
SYN_HARD_SRC_00021,hard,source,B0308,SDIS 44 308,NAME:sdis 44 308,solution collaborative et environnement de travail numérique avec prestations associées,72413000,Digital Workplace & Collaboration,poste de travail,2021-06-14,12.0,0,2022-06-14,1,SYN_HARD_SRC_00021,source,none,False
SYN_HARD_TRUE_00021,hard,candidate,B0308,SDIS 44 308,NAME:sdis 44 308,licences bureautiques et services associés,72413000,Digital Workplace & Collaboration,poste de travail,2022-04-23,,1,,0,SYN_HARD_SRC_00021,true_recurrence,accent_removed,False
SYN_HARD_FALSE_00021_00,hard,candidate,B0308,SDIS 44 308,NAME:sdis 44 308,plateforme de valorisation des données territoriales dans le cadre d'un accord-cadre,72413000,Data / BI / Cartography,data BI cartographie,2021-07-30,,1,,0,SYN_HARD_SRC_00021,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_HARD_FALSE_00021_01,hard,candidate,B0019,Conseil départemental de la Sarthe,NAME:departemental sarthe,"prestations data, BI et cartographie décisionnelle avec prestations associées",72413000,Data / BI / Cartography,data BI cartographie,2022-07-30,,1,,0,,false_candidate_other_buyer,different_buyer_similar_object|false_candidate|near_expected_end_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_HARD_FALSE_00021_02,hard,candidate,B0308,SDIS 44 308,NAME:sdis 44 308,"solution collaborative et environnement de travail numérique incluant support, formation et maintenance",79512000,Digital Workplace & Collaboration,poste de travail,2021-09-29,,1,,0,SYN_HARD_SRC_00021,false_candidate_same_buyer,accent_removed|false_candidate|near_expected_end_wrong_need,False
SYN_HARD_SRC_00022,hard,source,B0014,CH DU MANS,NAME:mans,solution collaborative et environnement de travail numérique,72212218,Digital Workplace & Collaboration,poste de travail,2018-12-27,12.0,0,2019-12-27,1,SYN_HARD_SRC_00022,source,accent_removed|buyer_abbreviation|case_variation,False
SYN_HARD_TRUE_00022,hard,candidate,B0014,Centre hospitalier du Mans,NAME:centre hospitalier mans,déploiement d'outils collaboratifs pour les agents dans le cadre d'un accord-cadre,72212218,Digital Workplace & Collaboration,poste de travail,2019-02-18,,1,,0,SYN_HARD_SRC_00022,true_recurrence,timing_outlier,False
SYN_HARD_SRC_00023,hard,source,B0144,Ville du Mans 144,NAME:mans 144,prestations informatiques,48730000,Cybersecurity,audit sécurité SI,2018-05-30,24.0,0,2020-05-29,0,SYN_HARD_SRC_00023,source,none,False
SYN_HARD_FALSE_00023_00,hard,candidate,B0144,Ville du Mans 144,NAME:mans 144,services de télécommunications fixes et mobiles,32000000,Telecom & Networks,télécommunications,2020-07-09,,1,,0,SYN_HARD_SRC_00023,false_candidate_same_buyer,false_candidate,False
SYN_HARD_FALSE_00023_01,hard,candidate,B0144,Ville du Mans 144,NAME:mans 144,acquisition de matériels de télécommunications et accompagnement au déploiement,32000000,Telecom & Networks,équipements réseau,2020-08-20,,1,,0,SYN_HARD_SRC_00023,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_HARD_FALSE_00023_02,hard,candidate,B0144,Ville du Mans 144,NAME:mans 144,services numériques,38221000,Data / BI / Cartography,data BI cartographie,2021-09-13,,1,,0,SYN_HARD_SRC_00023,false_candidate_same_buyer,false_candidate,False
SYN_HARD_SRC_00024,hard,source,B0105,Syndicat mixte numérique 105,NAME:syndicat mixte numerique 105,développement d'une application web documentaire,72250000,IT Services & Consulting,développement application web,2020-01-19,72.0,0,2026-01-18,0,SYN_HARD_SRC_00024,source,none,False
SYN_HARD_FALSE_00024_00,hard,candidate,B0105,Syndicat mixte numérique 105,NAME:syndicat mixte numerique 105,services de télécommunications fixes et mobiles,64200000,Telecom & Networks,télécommunications,2026-03-30,,1,,0,SYN_HARD_SRC_00024,false_candidate_same_buyer,false_candidate|near_expected_end_wrong_need,False
SYN_HARD_FALSE_00024_01,hard,candidate,B0105,Syndicat mixte numérique 105,NAME:syndicat mixte numerique 105,services numériques,72250000,IT Services & Consulting,télécommunications,2023-03-14,,1,,0,SYN_HARD_SRC_00024,false_candidate_same_buyer,false_candidate|same_broad_category_wrong_need|same_or_generic_cpv_wrong_need,False
SYN_HARD_SRC_00025,hard,source,B0316,La Roche-sur-Yon Agglomération 316,NAME:roche sur yon agglomeration 316,"solution collaborative et environnement de travail numérique incluant support, formation et maintenance",72212218,Digital Workplace & Collaboration,poste de travail,2019-01-29,24.0,0,2021-01-28,1,SYN_HARD_SRC_00025,source,none,False
